Domain;Action;Beta;ValidationPercent;TestdataPercent;TrainingdataPercent;NumProblems;NumusefulActions;NumuselessActions;Vars;Clauses;Body;TpTraining;TnTraining;FpTraining;FnTraining;RecallTraining;PrecisionTraining;TpTest;TnTest;FpTest;FnTest;RecallTest;PrecisionTest;TpValidation;TnValidation;FpValidation;FnValidation;RecallValidation;PrecisionValidation;Hypothesis;SecondsElapsed;Date
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;6;6;98;184;129;87;0.52973;0.431718;98;453;463;107;0.478049;0.174688;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(G,E,D),goal_have_image(H,E,D),init_on_board(B,A,D),goal_have_image(H,F,D),init_calibration_target(G,C,D),init_supports(G,F,D).;986.17786;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;6;6;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(G,E,D),goal_have_image(H,E,D),init_supports(B,F,D),goal_have_image(H,F,D),init_on_board(B,A,D),init_calibration_target(G,C,D).;986.4512;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;6;6;28;637;14;302;0.084848;0.666667;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),init_on_board(B,A,D).;3.280319;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;6;6;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;3.445499;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;6;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(F,A,D),init_calibration_target(B,C,D),goal_have_image(H,E,D),init_supports(B,E,D),init_supports(F,G,D),goal_have_image(H,G,D).;1299.2367;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;6;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(F,E,D),init_supports(H,E,D),init_on_board(B,A,D),goal_have_image(F,G,D),init_calibration_target(H,C,D),init_supports(B,G,D).;325.6953;05/11/2021 06:50
satellite;calibrate;2;0;0.2;0.75;145;6352;84993;9;7;6;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;3.658876;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.75;145;6352;84993;9;7;6;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(G,E,D),init_supports(B,F,D),goal_have_image(H,F,D),goal_have_image(H,E,D),init_calibration_target(G,C,D),init_on_board(G,A,D).;1324.7891;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.75;145;6352;84993;9;7;6;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(B,H,D),goal_have_image(E,H,D),goal_have_image(E,F,D),init_calibration_target(G,C,D),init_supports(B,F,D),init_on_board(G,A,D).;514.2182;05/11/2021 07:50
satellite;calibrate;2;0;0.2;1;193;8362;113576;9;7;6;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;3.70852;05/11/2021 07:50
satellite;calibrate;2;0;0.2;1;193;8362;113576;9;7;6;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(H,F,D),init_calibration_target(H,C,D),goal_have_image(G,E,D),init_on_board(H,A,D),init_supports(B,E,D),goal_have_image(G,F,D).;663.1794;05/11/2021 07:50
satellite;calibrate;2;0;0.2;1;193;8362;113576;9;7;6;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;3.597019;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;7;6;98;148;165;87;0.52973;0.372624;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;3.564938;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;7;6;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(E,G,D),goal_have_image(F,G,D),init_supports(B,H,D),goal_have_image(F,H,D),init_calibration_target(E,C,D),init_on_board(E,A,D).;373.83237;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;7;6;98;184;129;87;0.52973;0.431718;98;453;463;107;0.478049;0.174688;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(G,E,D),goal_have_image(H,E,D),init_on_board(B,A,D),goal_have_image(H,F,D),init_calibration_target(G,C,D),init_supports(G,F,D).;986.17786;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.25;49;1761;29222;9;7;6;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_supports(G,E,D),goal_have_image(H,E,D),init_supports(B,F,D),goal_have_image(H,F,D),init_on_board(B,A,D),init_calibration_target(G,C,D).;986.4512;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;7;6;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;3.638432;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;7;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(E,G,D),goal_have_image(E,H,D),init_supports(F,H,D),init_on_board(F,A,D),init_supports(B,G,D),init_calibration_target(F,C,D).;819.2184;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;7;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(F,A,D),init_calibration_target(B,C,D),goal_have_image(H,E,D),init_supports(B,E,D),init_supports(F,G,D),goal_have_image(H,G,D).;1299.2367;05/11/2021 07:50
satellite;calibrate;2;0;0.2;0.5;97;4011;57025;9;7;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(F,E,D),init_supports(H,E,D),init_on_board(B,A,D),goal_have_image(F,G,D),init_calibration_target(H,C,D),init_supports(B,G,D).;325.6953;05/11/2021 07:50
domainfiles;take_image;2;0;0.2;1;193;8362;113576;8;8;1;1310;22966;1054;0;1;0.554146;392;12572;770;0;1;0.337349;0;0;0;0;0;0;take_image(A,B,C,D,E):-goal_have_image(B,D,E),init_on_board(C,A,E).;3.676064;05/11/2021 17:57
domainfiles;take_image;2;0;0.2;1;193;8362;113576;8;8;1;1310;22967;1053;0;1;0.55438;392;12572;770;0;1;0.337349;0;0;0;0;0;0;take_image(A,B,C,D,E):-init_calibration_target(G,H,E),goal_have_image(B,D,E),init_on_board(G,A,E),init_supports(C,D,E),init_calibration_target(C,H,E),init_supports(G,F,E),init_supports(C,F,E).;692.992;05/11/2021 17:57
domainfiles;turn_to;2;0;0.2;1;193;8362;113576;8;8;1;54;86574;30;5899;0.009071;0.642857;19;64203;9;2306;0.008172;0.678571;0;0;0;0;0;0;turn_to(A,B,C,D):-init_pointing(A,C,D),goal_pointing(A,B,D).;5.488416;06/11/2021 08:41
domainfiles;turn_to;2;0;0.2;1;193;8362;113576;8;8;1;1439;84071;2533;4514;0.241727;0.362286;488;62553;1659;1837;0.209892;0.227294;0;0;0;0;0;0;turn_to(A,B,C,D):-goal_have_image(B,E,D),init_power_avail(A,D),goal_have_image(C,E,D).;7.068817;06/11/2021 08:41
domainfiles;turn_to;2;0;0.2;1;193;8362;113576;8;8;1;1439;84597;2007;4514;0.241727;0.417586;488;62846;1366;1837;0.209892;0.263215;0;0;0;0;0;0;turn_to(A,B,C,D):-goal_have_image(B,E,D),init_supports(F,E,D),init_on_board(F,A,D),goal_have_image(C,E,D).;58.488754;06/11/2021 08:41
domainfiles;turn_to;2;0;0.2;1;193;8362;113576;8;8;1;3276;83876;2728;2677;0.550311;0.545636;1226;62058;2154;1099;0.527312;0.362722;0;0;0;0;0;0;turn_to(A,B,C,D):-init_supports(G,E,D),init_supports(G,F,D),goal_have_image(B,E,D),init_on_board(G,A,D),goal_have_image(C,F,D).;452.466;06/11/2021 08:41
domainfiles;turn_to;2;0;0.2;1;193;8362;113576;8;8;1;3284;83876;2728;2669;0.551655;0.546241;1230;62058;2154;1095;0.529032;0.363475;0;0;0;0;0;0;turn_to(A,B,C,D):-goal_pointing(A,B,D),init_calibration_target(F,B,D),init_supports(F,E,D),init_pointing(A,C,D),goal_have_image(C,E,D). | turn_to(A,B,C,D):-init_supports(F,G,D),goal_have_image(B,E,D),init_supports(F,E,D),goal_have_image(C,G,D),init_on_board(F,A,D),init_power_avail(A,D).;38785.28;06/11/2021 08:41
domainfiles;calibrate;2;0;0.2;1;193;8362;113576;8;8;1;8;1180;30;655;0.012066;0.210526;1;908;8;204;0.004878;0.111111;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(A,C,D),init_on_board(B,A,D).;2.607393;06/11/2021 10:59
domainfiles;calibrate;2;0;0.2;1;193;8362;113576;8;8;1;49;1184;26;614;0.073906;0.653333;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_pointing(A,C,D).;2.765385;06/11/2021 10:59
domainfiles;calibrate;2;0;0.2;1;193;8362;113576;8;8;1;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;2.828412;06/11/2021 10:59
domainfiles;calibrate;2;0;0.2;1;193;8362;113576;8;8;1;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(F,E,D),init_supports(B,E,D),goal_have_image(F,H,D),init_calibration_target(G,C,D),init_supports(G,H,D),init_on_board(G,A,D).;480.29544;06/11/2021 10:59
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;2;0;1087;0;1;0.001837;0;0;372;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-init_on_board(A,B,C).;2.324263;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;1;925;162;1;0.5;0.006135;0;319;53;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-init_calibration_target(A,D,C),init_pointing(B,D,C).;2.853308;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;1;1014;73;1;0.5;0.013514;0;354;18;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-init_calibration_target(A,D,C),goal_pointing(B,E,C),goal_pointing(F,E,C),init_pointing(F,D,C).;7.302453;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;2;1000;87;0;1;0.022472;0;334;38;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-init_on_board(A,G,C),init_supports(E,F,C),goal_have_image(D,F,C),init_on_board(E,G,C),goal_pointing(B,D,C).;43.026802;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;2;1004;83;0;1;0.023529;0;331;41;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-init_calibration_target(E,G,C),init_supports(E,F,C),init_calibration_target(A,G,C),goal_have_image(D,F,C),goal_pointing(B,D,C).;43.123234;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;1;1070;17;1;0.5;0.055556;0;367;5;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-goal_have_image(D,G,C),goal_pointing(B,H,C),init_pointing(E,F,C),init_calibration_target(A,F,C),goal_pointing(E,D,C),goal_have_image(H,G,C).;569.5008;08/11/2021 04:50
domainfiles;switch_off;2;0;0.2;1;193;8362;113576;8;8;1;1;1074;13;1;0.5;0.071429;0;367;5;0;0;0;0;0;0;0;0;0;switch_off(A,B,C):-goal_have_image(D,F,C),init_pointing(E,G,C),init_calibration_target(A,G,C),init_on_board(H,B,C),init_on_board(A,E,C),init_supports(H,F,C),goal_pointing(B,D,C).;3174.108;08/11/2021 04:50
